Handle,SEO Title,SEO Description,Product Category
6-well-multi-well-cell-culture-plates-1-plate-bag-100-cs,"6 Well Multi Well Cell Culture Plates, 1 plate/bag | Laguna Scientific","6 Well Multi Well Cell Culture Plates, 1 plate/bag, 100/cs from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
shoe-cover-non-skid-100-pk-300-cs,"Disposable Shoe Covers, 200/Box (100 Pairs) | Laguna Scientific","Disposable Shoe Covers, 200/Box (100 Pairs), Non-Slip from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Medical
dntps-master-mix-100mm-25-mm-each-of-da-dc-dg-dt-1000-µl-tube,"dNTPs, Master Mix, (100mM, 25 mM each of dA, dC | Laguna Scientific","dNTPs, Master Mix, (100mM, 25 mM each of dA, dC, dG from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
isolation-gowns-yellow-10-bag-100-cs,Disposable Level 2 Isolation Gown Fully Closed | Laguna Scientific,Disposable Level 2 Isolation Gown Fully Closed Double Tie from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Apparel & Accessories
transfer-pipettes-3-ml-capacity-500-pack,"Transfer Pipettes, 3 ml capacity, 500/pack | Laguna Scientific","Transfer Pipettes, 3 ml capacity, 500/pack from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
manual-repeating-pipette,"Labpette R Repeating Pipette, Manual | Laguna Scientific","Labpette R Repeating Pipette, Manual from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
transfer-pipettes-sterile-1-ml-capacity-1-pk-400-box,"Disposable plastic Transfer Pipettes, Sterile | Laguna Scientific","Disposable plastic Transfer Pipettes, Sterile from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
pipette-tips-10-ul,"10 µl FILTER Pipette Tips, Low Retention, Sterile | Laguna Scientific","10 µl FILTER Pipette Tips, Low Retention, Sterile from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies > Pipettes
z216-mk-high-capacity-refrigerated-microcentrifuge,Z216 MK High Capacity Refrigerated Microcentrifuge | Laguna Scientific,Z216 MK High Capacity Refrigerated Microcentrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment > Centrifuges
prism-r-refrigerated-microcentrifuge,Prism R Refrigerated Microcentrifuge | Laguna Scientific,Prism R Refrigerated Microcentrifuge from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment > Centrifuges
mini-centrifuge,MyFuge™ Mini Centrifuge with 2 rotors | Laguna Scientific,MyFuge™ Mini Centrifuge with 2 rotors from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.,Business & Industrial > Science & Laboratory > Laboratory Equipment > Centrifuges
elisa-test-kits,ELISA Test Kits | Laguna Scientific,"ELISA Test Kits from Laguna Scientific. Lab supplies and PPE for research, clinical, and industrial labs. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Supplies
x-gal-5-bromo-4-chloro-3-indolyl-ss-d-galactopyranoside-1-gm-bottle,"X-GAL, 5-Bromo-4-Chloro-3-Indolyl-ß-D-Galactopyranos | Laguna Scientific","X-GAL, 5-Bromo-4-Chloro-3-Indolyl-ß-D-Galactopyranoside from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Chemicals
iptg-isopropyl-ss-d-thiogalactopyranoside-dioxane-free-5-gm-bottle,"IPTG, Isopropyl-ß-D-Thiogalactopyranoside | Laguna Scientific","IPTG, Isopropyl-ß-D-Thiogalactopyranoside, Dioxane Free from Laguna Scientific. Lab supplies and PPE. Volume pricing: 866-9-LAGUNA.",Business & Industrial > Science & Laboratory > Laboratory Chemicals
